"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"1635",5,2016,12,21,"2016-12-21",34.3,16.3,1021.5,10,3.2,8.9,17.1,39.9,30,0,999.9,0,676
"1636",6,2016,12,22,"2016-12-22",41.6,22.7,1017.6,10,4.5,12,21,48.9,30,0,999.9,0,700
"1637",7,2016,12,23,"2016-12-23",41.8,24.2,1026.6,10,5.9,8.9,17.1,48.9,37,0,999.9,0,692
"1638",2,2016,12,24,"2016-12-24",42.1,32.2,1024.6,7.9,4.9,9.9,19,46.9,37.9,0.02,999.9,0,554
"1639",1,2016,12,25,"2016-12-25",43.9,30.6,1029.1,10,4.9,8.9,17.1,50,37.9,0.45,999.9,0,365
"1640",3,2016,12,26,"2016-12-26",37.5,26,1037.7,9.2,5.9,9.9,15.9,50,33.1,0,999.9,0,394
"1641",4,2016,12,27,"2016-12-27",54.7,45.1,1013.2,9.7,6.5,9.9,28.9,60.1,33.1,0.02,999.9,0,569
"1642",5,2016,12,28,"2016-12-28",39.7,24.4,1017.2,10,5.2,8,17.1,60.1,36,0,999.9,0,546
"1643",6,2016,12,29,"2016-12-29",38.9,29.4,1012.9,8,3.4,11.1,18.1,46.4,34,0,999.9,0,542
"1644",7,2016,12,30,"2016-12-30",37.3,25.2,1002.8,9.9,7.6,12,25.1,46,33.1,0.39,999.9,1,583
"1645",2,2016,12,31,"2016-12-31",36.4,19.7,1016.8,10,6.4,9.9,20,44.1,30.9,0.01,999.9,0,465
"1646",1,2017,1,1,"2017-01-01",44.8,22.9,1017.9,10,5,9.9,21,48,43,0,999.9,0,485
"1647",3,2017,1,2,"2017-01-02",39.3,28.9,1030.7,8.5,6.7,11.1,17.1,48,37,0,999.9,0,449
"1648",4,2017,1,3,"2017-01-03",40.1,39.3,1018.4,3.8,11.2,15.9,26,43,37,0.3,999.9,0,659
"1649",5,2017,1,4,"2017-01-04",44.6,37.3,998.8,7.9,6.1,15,27,52,39.9,0.49,999.9,0,590
"1650",6,2017,1,5,"2017-01-05",31.4,9.3,1011,10,7,11.1,26,44.1,27,0,999.9,0,552
"1651",7,2017,1,6,"2017-01-06",30.2,16,1016.5,8,4.4,8,15,34,27,0.04,999.9,1,600
"1652",2,2017,1,7,"2017-01-07",23,11.3,1024.1,5.7,6.2,9.9,18.1,28.9,19.4,0.01,1.2,1,896
"1653",1,2017,1,8,"2017-01-08",20.1,7.2,1024.8,7.9,7.5,13,21,26.1,16,0.32,999.9,0,406
"1654",3,2017,1,9,"2017-01-09",18.6,3.1,1037.9,10,4.6,8,17.1,25,14,0,3.9,0,669
"1655",4,2017,1,10,"2017-01-10",27.7,15.3,1035.5,10,4,8,14,37.9,14,0,3.1,0,597
"1656",5,2017,1,11,"2017-01-11",45.8,37.8,1024.9,9.5,5.3,12,20,52,37.9,0.26,3.1,0,629
"1657",6,2017,1,12,"2017-01-12",55.6,48.4,1018.8,8.9,6.3,8.9,21,66,42.1,0.31,999.9,0,646
"1658",7,2017,1,13,"2017-01-13",51.4,35.8,1025.7,10,6.4,11.1,22,64.9,36,0.05,999.9,0,604
"1659",2,2017,1,14,"2017-01-14",31.1,16.4,1038.1,8.4,4.1,8,15,35.1,28,0,999.9,1,495
"1660",1,2017,1,15,"2017-01-15",33,23.8,1027,8.5,3.7,8,999.9,37.9,28,0.12,999.9,0,490
"1661",3,2017,1,16,"2017-01-16",35,20,1029.7,10,3.1,7,999.9,43,30,0,1.2,0,477
"1662",4,2017,1,17,"2017-01-17",40,30.4,1024.1,6.6,3.8,9.9,17.1,43,30,0,999.9,0,657
"1663",5,2017,1,18,"2017-01-18",39.2,37.7,1013.7,6.2,6.3,9.9,15,41,37.4,0.41,999.9,0,549
"1664",6,2017,1,19,"2017-01-19",42.1,35,1016.5,10,3,8,999.9,48.9,37.9,0.06,999.9,0,610
"1665",7,2017,1,20,"2017-01-20",41.9,33,1016.1,9.3,4,8.9,999.9,48.9,39,0,999.9,0,605
"1666",2,2017,1,21,"2017-01-21",42.9,41,1011.5,5.3,4,7,14,48.9,39.9,0.1,999.9,0,475
"1667",1,2017,1,22,"2017-01-22",44.5,43.6,1006.9,3.4,3.7,9.9,17.1,48.9,41,0,999.9,1,411
"1668",3,2017,1,23,"2017-01-23",41.2,35.4,1008.3,9.2,15.5,24.1,38.1,46.9,35.6,0.05,999.9,0,667
"1669",4,2017,1,24,"2017-01-24",36.2,35.1,995.8,4.3,10.6,20,32.1,44.1,35.1,1.66,999.9,0,564
"1670",5,2017,1,25,"2017-01-25",40.5,30.4,1002.3,9.8,6.4,12,21,48,35.1,0.68,999.9,0,576
"1671",6,2017,1,26,"2017-01-26",49.2,34.4,997.8,9.8,5.1,15,27,54,45,0,999.9,0,563
"1672",7,2017,1,27,"2017-01-27",41.8,24.6,1002.1,10,7.8,12,27,44.1,39.9,0.02,999.9,0,583
"1673",2,2017,1,28,"2017-01-28",36.6,20.9,1004.2,10,7.1,12,21,43,34,0,999.9,0,501
"1674",1,2017,1,29,"2017-01-29",38.4,18.6,1006,10,5.8,11.1,17.1,43,35.1,0,999.9,0,428
"1675",3,2017,1,30,"2017-01-30",34.6,13.9,1007.9,10,4.9,9.9,15.9,43,30.9,0,999.9,0,545
"1676",4,2017,1,31,"2017-01-31",29.3,15.8,1013.3,7.5,4.4,8,999.9,37,26.1,0,999.9,1,571
"1677",5,2017,2,1,"2017-02-01",39.6,26.6,1012.1,9.2,4.1,8.9,20,46.9,26.1,0.06,999.9,0,574
"1678",6,2017,2,2,"2017-02-02",39.5,22.2,1017.4,10,4.7,11.1,21,46.9,33.1,0,999.9,0,586
"1679",7,2017,2,3,"2017-02-03",30.6,11,1021.8,10,5.2,9.9,15,45,26.1,0,999.9,0,609
"1680",2,2017,2,4,"2017-02-04",27.6,5.2,1025.6,10,7.7,12,24.1,34,21.9,0,999.9,0,541
"1681",1,2017,2,5,"2017-02-05",35.2,13.9,1018.2,10,6.3,8.9,24.1,42.1,21.9,0,999.9,0,429
"1682",3,2017,2,6,"2017-02-06",41.6,20.4,1016.7,10,5.5,8,20,48,36,0,999.9,0,568
"1683",4,2017,2,7,"2017-02-07",39.3,34.9,1013.6,5.5,5.3,11.1,18.1,48.9,36,0.06,999.9,0,626
"1684",5,2017,2,8,"2017-02-08",45.9,39.9,1003.4,4.8,3.9,8,999.9,62.1,36,0.24,999.9,1,673
"1685",6,2017,2,9,"2017-02-09",33.3,23.6,1004,5.2,9.2,17.1,32.1,62.1,21.9,0.34,999.9,1,507
"1686",7,2017,2,10,"2017-02-10",24.2,6.2,1020.6,10,8.2,15,27,44.1,19,0.82,2,0,708
"1687",2,2017,2,11,"2017-02-11",37.3,21.5,1015.6,9.6,4.4,13,21,48,19,0,7.9,0,511
"1688",1,2017,2,12,"2017-02-12",34.7,28.7,1017.7,6.2,6.4,14,20,48,30,0.04,5.1,0,439
"1689",3,2017,2,13,"2017-02-13",35.2,24.7,1007,9.8,9.9,21,34,39.9,30,0.44,2,0,642
"1690",4,2017,2,14,"2017-02-14",32.6,18.8,1013,10,5.5,11.1,22,39.9,28,0.02,2,0,688
"1691",5,2017,2,15,"2017-02-15",40.3,29.5,1000.1,9.4,4.6,15.9,25.1,46.9,28,0,2,0,603
"1692",6,2017,2,16,"2017-02-16",33.6,19.1,1000.1,10,8.9,13,25.1,46.9,30.9,0,999.9,0,652
"1693",7,2017,2,17,"2017-02-17",32.1,14.1,1009.7,10,8.3,12,22,41,26.1,0,999.9,0,680
"1694",2,2017,2,18,"2017-02-18",45.7,21.7,1009.3,10,4.2,8,17.1,63,26.1,0,999.9,0,570
"1695",1,2017,2,19,"2017-02-19",59.9,32.1,1007.5,10,5.9,12,20,64.9,54,0,999.9,0,438
"1696",3,2017,2,20,"2017-02-20",50.5,25.4,1019.3,10,5.7,13,20,64.9,43,0,999.9,0,428
"1697",4,2017,2,21,"2017-02-21",40.8,18.8,1026.7,10,5.5,9.9,17.1,55,34,0,999.9,0,483
"1698",5,2017,2,22,"2017-02-22",47.2,35.4,1017,9.8,3.5,7,19,57,34,0,999.9,0,477
"1699",6,2017,2,23,"2017-02-23",53,44.9,1011.4,8.5,2.2,8,999.9,64.9,42.1,0,999.9,0,581
"1700",7,2017,2,24,"2017-02-24",62.7,51.6,1012.3,9.9,5.1,9.9,18.1,70,44.1,0,999.9,0,657
"1701",2,2017,2,25,"2017-02-25",57.3,53.5,1008.1,8.7,5.4,15,24.1,70,50,0,999.9,1,573
"1702",1,2017,2,26,"2017-02-26",41.5,24.8,1012.3,9.2,7.6,13,24.1,63,36,0.54,999.9,0,462
"1703",3,2017,2,27,"2017-02-27",42.2,19.2,1027.1,10,6,9.9,15.9,53.1,35.1,0,999.9,0,540
"1704",4,2017,2,28,"2017-02-28",51.1,37.4,1026.5,9.8,3.2,8.9,999.9,59,35.1,0,999.9,0,591
"1705",5,2017,3,1,"2017-03-01",58.6,53.5,1007.5,8.6,4.5,8.9,19,70,46.9,0,999.9,0,571
"1706",6,2017,3,2,"2017-03-02",52,28.1,1003,10,10,19,36.9,70,41,0.12,999.9,0,653
"1707",7,2017,3,3,"2017-03-03",34.5,8.9,1021.6,10,6.5,9.9,22,39.9,30,0,999.9,0,745
"1708",2,2017,3,4,"2017-03-04",25.1,1.8,1031.7,10,8.1,12,27,39,19.9,0,999.9,0,536
"1709",1,2017,3,5,"2017-03-05",22.8,-8.1,1035.9,10,6.1,12,22.9,37,14,0,999.9,0,489
"1710",3,2017,3,6,"2017-03-06",33.5,5.8,1032.9,10,2.6,6,999.9,45,14,0,999.9,0,618
"1711",4,2017,3,7,"2017-03-07",45.6,37.1,1026.2,8.7,3.8,7,15,52,26.1,0,999.9,0,637
"1712",5,2017,3,8,"2017-03-08",54.2,36.7,1014.8,9.9,5.4,13,21,59,42.1,0.12,999.9,0,609
"1713",6,2017,3,9,"2017-03-09",55.5,16.8,1013.5,10,8.3,13,29.9,61,51.1,0.02,999.9,0,665
"1714",7,2017,3,10,"2017-03-10",39.2,23.9,1012.2,7.2,5.9,9.9,19,53.1,32,0,999.9,1,612
"1715",2,2017,3,11,"2017-03-11",23.2,4,1019.2,10,8.6,13,25.1,30.9,17.1,0.31,999.9,0,548
"1716",1,2017,3,12,"2017-03-12",23.8,3.3,1025.4,10,7.9,12,21,28.9,17.1,0,1.2,0,516
"1717",3,2017,3,13,"2017-03-13",26,3.9,1030.4,10,4.2,9.9,17.1,36,19.9,0,999.9,0,792
"1718",4,2017,3,14,"2017-03-14",29.6,24.9,1006.6,3.4,9.9,18.1,31.1,36,19.9,0.61,999.9,1,374
"1719",5,2017,3,15,"2017-03-15",23.2,9.4,1001.4,9.8,10.4,15.9,26,32,19.9,1.36,3.9,0,650
"1720",6,2017,3,16,"2017-03-16",29.7,9.8,1012.9,10,7.7,14,31.1,39,19.9,0,5.9,0,839
"1721",7,2017,3,17,"2017-03-17",36.3,12.6,1021.9,10,6.1,9.9,18.1,46.9,24.1,0,5.1,0,756
"1722",2,2017,3,18,"2017-03-18",36.3,22.5,1022.5,8.7,6.3,14,20,46.9,28.9,0,3.9,0,504
"1723",1,2017,3,19,"2017-03-19",38.7,23.9,1021.1,10,9.1,14,22.9,46.9,34,0.08,3.1,0,550
"1724",3,2017,3,20,"2017-03-20",41.5,13.9,1019.2,10,4.3,8.9,15,52,33.1,0,3.1,0,750
"1725",4,2017,3,21,"2017-03-21",48.5,24.2,1012.9,10,3.5,8,15,59,33.1,0,999.9,0,636
"1726",5,2017,3,22,"2017-03-22",39.7,11.2,1017.1,10,9.3,18.1,29.9,59,28.9,0,999.9,0,617
"1727",6,2017,3,23,"2017-03-23",30.2,0.9,1033.2,10,5.3,8.9,20,50,23,0,999.9,0,703
"1728",7,2017,3,24,"2017-03-24",43.3,20.2,1028.8,10,4.2,8,18.1,57,23,0,999.9,0,654
"1729",2,2017,3,25,"2017-03-25",54.1,36.9,1021.1,9.8,5.5,11.1,18.1,62.1,36,0,999.9,0,571
"1730",1,2017,3,26,"2017-03-26",40.3,34.5,1029.8,9.4,7.8,13,20,45,37,0.15,999.9,0,456
"1731",3,2017,3,27,"2017-03-27",42.5,40,1019.6,4,4.3,8.9,15,53.1,37,0.01,999.9,1,629
"1732",4,2017,3,28,"2017-03-28",43.8,42.3,1014.3,4.8,5.2,9.9,999.9,53.1,37,0.37,999.9,0,592
"1733",5,2017,3,29,"2017-03-29",48.4,37,1017.1,8.6,5.6,11.1,18.1,60.1,41,0.6,999.9,0,672
"1734",6,2017,3,30,"2017-03-30",44.3,23.1,1022.8,10,6.3,14,20,60.1,37.9,0,999.9,0,639
"1735",7,2017,3,31,"2017-03-31",40.4,35.9,1018.1,5,6.5,13,25.1,52,37.9,0.33,999.9,0,753
"1736",2,2017,4,1,"2017-04-01",40.3,35.1,1008.4,7.3,10.3,22.9,33,48,37,1.19,999.9,0,591
"1737",1,2017,4,2,"2017-04-02",49.8,29.8,1018.2,10,4.8,8.9,15.9,63,37,0,999.9,0,514
"1738",3,2017,4,3,"2017-04-03",55.3,30.8,1018,10,3.4,9.9,21,63,39.9,0,999.9,0,646
"1739",4,2017,4,4,"2017-04-04",49.1,44.9,1005.7,6.5,6.2,11.1,18.1,63,45,1.2,999.9,0,598
"1740",5,2017,4,5,"2017-04-05",51.2,43.5,1010.7,6.9,2.6,7,999.9,64.9,45,0.01,999.9,0,587
"1741",6,2017,4,6,"2017-04-06",44.1,41.4,1007.3,6.6,7.7,18.1,26,52,39.2,0.02,999.9,0,713
"1742",7,2017,4,7,"2017-04-07",47.7,36.8,993.7,10,8.5,14,25.1,53.1,43,0.71,999.9,0,694
"1743",2,2017,4,8,"2017-04-08",45.9,22.5,1007.6,10,8.5,15,25.1,57,39.9,0,999.9,0,627
"1744",1,2017,4,9,"2017-04-09",53.2,22.7,1019.1,10,4.3,8,15.9,66.9,39.9,0,999.9,0,541
"1745",3,2017,4,10,"2017-04-10",62.5,36.3,1021,10,4.9,11.1,20,73.9,45,0,999.9,0,634
"1746",4,2017,4,11,"2017-04-11",69.4,47,1019.5,10,5.7,9.9,20,80.1,53.1,0,999.9,0,519
"1747",5,2017,4,12,"2017-04-12",65.2,51,1019.8,9.7,2.2,7,999.9,80.1,57.9,0,999.9,0,540
"1748",6,2017,4,13,"2017-04-13",57.4,32.8,1026.1,10,4.1,9.9,17.1,75.9,48,0.02,999.9,0,590
"1749",7,2017,4,14,"2017-04-14",56.4,26.5,1028.3,10,3.2,7,15.9,66,48,0,999.9,0,515
"1750",2,2017,4,15,"2017-04-15",56.8,36.6,1027.2,10,4.2,9.9,15.9,66,48,0,999.9,0,495
"1751",1,2017,4,16,"2017-04-16",70.1,54.5,1014.3,9.7,6,11.1,26,87.1,51.1,0,999.9,0,481
"1752",3,2017,4,17,"2017-04-17",69.3,45.6,1013.1,10,6.1,8.9,21,87.1,59,0,999.9,0,488
"1753",4,2017,4,18,"2017-04-18",57.4,32,1025.6,10,5.8,12,20,73.9,50,0,999.9,0,516
"1754",5,2017,4,19,"2017-04-19",48.1,38.3,1032,10,6.5,11.1,20,66.9,45,0,999.9,0,580
"1755",6,2017,4,20,"2017-04-20",54.6,47.8,1020.4,7.7,2.4,7,999.9,66,45,0.13,999.9,0,632
"1756",7,2017,4,21,"2017-04-21",51.4,48,1014.5,8,6.6,8.9,17.1,66,48,0.31,999.9,0,690
"1757",2,2017,4,22,"2017-04-22",51.8,48.4,1013.6,8,3.8,8,999.9,57,48,0.02,999.9,0,551
"1758",1,2017,4,23,"2017-04-23",53.7,37.3,1018.1,10,4.3,8,999.9,66,46,0.11,999.9,0,517
"1759",3,2017,4,24,"2017-04-24",54.2,42,1020.5,9.8,2.7,6,999.9,66,46,0,999.9,0,541
"1760",4,2017,4,25,"2017-04-25",51.8,48.3,1018.4,7.9,9.8,20,34,60.1,48,0.01,999.9,0,723
"1761",5,2017,4,26,"2017-04-26",55.1,53.9,1009.2,4.5,6.8,14,26,60.1,48.9,1.2,999.9,0,630
"1762",6,2017,4,27,"2017-04-27",61.4,57.8,1012.1,4.2,1.7,8.9,15.9,70,53.1,0.04,999.9,0,688
"1763",7,2017,4,28,"2017-04-28",66.6,56.5,1014,4.7,2.5,7,999.9,84.9,57,0,999.9,0,857
"1764",2,2017,4,29,"2017-04-29",75.1,57.1,1015.7,9.1,4.2,11.1,26,84.9,57.9,0.06,999.9,0,661
"1765",1,2017,4,30,"2017-04-30",62.6,43.9,1021.9,10,5.4,9.9,17.1,84.9,54,0,999.9,0,470
"1766",3,2017,5,1,"2017-05-01",57.2,49.7,1015.2,6.8,4.2,7,999.9,73.9,48.9,0,999.9,0,639
"1767",4,2017,5,2,"2017-05-02",69.3,54.1,1002.8,9.3,6.7,11.1,28,73.9,64,0,999.9,0,743
"1768",5,2017,5,3,"2017-05-03",61.4,34.9,1011.2,10,8.1,11.1,20,75,57.9,0,999.9,0,714
"1769",6,2017,5,4,"2017-05-04",55,32.3,1023.4,10,4.5,8,15.9,64.9,46.9,0,999.9,0,701
"1770",7,2017,5,5,"2017-05-05",53.7,49.5,1013.4,6.4,5.7,15,20,64,46.9,0.02,999.9,1,776
"1771",2,2017,5,6,"2017-05-06",59.7,55.6,996.5,5.3,4.3,9.9,19,66.9,51.1,3.18,999.9,0,685
"1772",1,2017,5,7,"2017-05-07",52.6,43.1,1002.3,9.5,4.5,8.9,17.1,59,48.2,0.18,999.9,0,514
"1773",3,2017,5,8,"2017-05-08",50.3,32.6,1010.6,10,5.9,8,18.1,57,44.1,0.01,999.9,0,638
"1774",4,2017,5,9,"2017-05-09",53.3,33.1,1013.9,10,4.1,8,999.9,63,44.1,0,999.9,0,651
"1775",5,2017,5,10,"2017-05-10",56.9,38,1015.9,10,2.8,6,999.9,70,50,0,999.9,0,668
"1776",6,2017,5,11,"2017-05-11",53.5,37.1,9999.9,10,2.8,6,999.9,61,46.4,0,999.9,0,686
"1777",7,2017,5,12,"2017-05-12",54.1,42.1,1017.4,10,3.5,8,15,64.9,48,0,999.9,0,817
"1778",2,2017,5,13,"2017-05-13",50.5,46.5,1014,6.1,6.3,14,24.1,64.9,46,0.11,999.9,0,683
"1779",1,2017,5,14,"2017-05-14",52.8,44.6,1004.4,8.8,5.3,15.9,26,64.9,44.6,1.5,999.9,0,633
"1780",3,2017,5,15,"2017-05-15",59.1,41.6,1005.5,10,7.9,13,28.9,68,46,0.02,999.9,0,729
"1781",4,2017,5,16,"2017-05-16",66.2,44.1,1014.5,10,4.5,8,20,79,53.1,0,999.9,0,694
"1782",5,2017,5,17,"2017-05-17",76,53.2,1014.6,10,4.2,6,17.1,90,64.9,0,999.9,0,753
"1783",6,2017,5,18,"2017-05-18",83.2,62.5,1012.5,10,4.6,7,17.1,91.9,64.9,0,999.9,0,911
"1784",7,2017,5,19,"2017-05-19",83,63.2,1011.1,10,4.7,8,19,91.9,75,0,999.9,0,974
"1785",2,2017,5,20,"2017-05-20",63.4,46,1022.2,10,5.2,11.1,20,91,55,0.01,999.9,0,612
"1786",1,2017,5,21,"2017-05-21",59.3,39,1027.1,10,2.6,8.9,15.9,69.1,52,0,999.9,0,618
"1787",3,2017,5,22,"2017-05-22",56.7,51.8,1021,6.8,2.7,7,999.9,61,53.1,0.13,999.9,0,719
"1788",4,2017,5,23,"2017-05-23",62.2,52.9,1013.1,8.2,2.3,6,999.9,69.1,53.1,0.46,999.9,0,659
"1789",5,2017,5,24,"2017-05-24",62.3,50.9,1007.9,9.8,3.2,9.9,15.9,69.1,55.9,0.04,999.9,0,641
"1790",6,2017,5,25,"2017-05-25",57.6,54.2,1006.5,5.7,6.8,12,20,69.1,55.9,0.08,999.9,0,742
"1791",7,2017,5,26,"2017-05-26",62.1,55.6,1001.3,8.5,5.5,14,24.1,73,55.4,0.6,999.9,0,776
"1792",2,2017,5,27,"2017-05-27",66.2,54.2,1010.6,10,3.2,7,999.9,73,55.9,0.1,999.9,0,475
"1793",1,2017,5,28,"2017-05-28",63.8,55.8,1013.4,8.8,3.3,11.1,18.1,71.1,57.2,0,999.9,0,474
"1794",3,2017,5,29,"2017-05-29",58.2,53.1,1014,9.3,4.5,8,999.9,63,55.4,0.09,999.9,0,371
"1795",4,2017,5,30,"2017-05-30",57.1,53.5,1020.3,9.6,2.3,8,15,61,55,0.04,999.9,0,647
"1796",5,2017,5,31,"2017-05-31",63.1,58.6,1016.3,5.9,1.8,7,999.9,75,55,0.09,999.9,0,669
"1797",6,2017,6,1,"2017-06-01",68.4,54.9,1013.2,9.7,3.1,9.9,18.1,79,57.9,0.03,999.9,0,654
"1798",7,2017,6,2,"2017-06-02",68,43.2,1013.8,10,4,9.9,18.1,75,57,0,999.9,0,737
"1799",2,2017,6,3,"2017-06-03",64.3,41.3,1014.5,10,3.1,8.9,18.1,72,55,0.02,999.9,0,637
"1800",1,2017,6,4,"2017-06-04",63.3,45.2,1015.1,10,1.6,5.1,999.9,73,55,0.01,999.9,0,468
"1801",3,2017,6,5,"2017-06-05",62.5,58.8,1008.5,5.4,3.6,7,999.9,70,55.9,0.11,999.9,0,656
"1802",4,2017,6,6,"2017-06-06",56.8,54,1007.4,7.5,6,12,20,63,53.6,0.01,999.9,0,660
"1803",5,2017,6,7,"2017-06-07",57.8,47.4,1014.9,10,4.7,9.9,999.9,66.9,51.1,0.05,999.9,0,675
"1804",6,2017,6,8,"2017-06-08",62,49.5,1015.4,10,2.5,6,999.9,69.1,51.1,0,999.9,0,660
"1805",7,2017,6,9,"2017-06-09",66,46.8,1007.9,10,4.1,12,18.1,80.1,54,0,999.9,0,770
"1806",2,2017,6,10,"2017-06-10",75.7,53.2,1013.6,10,3.3,7,999.9,84.9,53.1,0,999.9,0,665
"1807",1,2017,6,11,"2017-06-11",81.3,59.3,1016.7,10,4,8.9,18.1,90,66,0,999.9,0,702
"1808",3,2017,6,12,"2017-06-12",84,60.8,1015.5,10,3.9,7,15,93,72,0,999.9,0,804
"1809",4,2017,6,13,"2017-06-13",86,62.7,1012.6,9.9,2.8,7,15.9,93.9,75.9,0,999.9,0,829
"1810",5,2017,6,14,"2017-06-14",77.4,63.3,1013.7,9.1,4.3,8.9,999.9,93.9,69.1,0.27,999.9,1,754
"1811",6,2017,6,15,"2017-06-15",70.1,51.6,1017,10,3.3,8,14,75.9,64,0.02,999.9,0,771
"1812",7,2017,6,16,"2017-06-16",66.1,59.2,1015.4,9.2,4.6,8,999.9,75.9,63,0,999.9,0,657
"1813",2,2017,6,17,"2017-06-17",68.7,65.5,1013.6,6.3,2.5,6,999.9,73.9,63,0,999.9,1,654
"1814",1,2017,6,18,"2017-06-18",75.9,70.8,1010.9,6.5,2.5,6,999.9,84.9,66,1.39,999.9,0,593
"1815",3,2017,6,19,"2017-06-19",79.3,72.1,1009.4,8.6,3.4,8.9,17.1,87.1,69.8,0,999.9,1,819
"1816",4,2017,6,20,"2017-06-20",75.3,63,1012,8.2,4.2,11.1,20,88,70,1.38,999.9,0,813
"1817",5,2017,6,21,"2017-06-21",77.5,58.3,1012.9,10,4.2,8,19,82.9,71.1,0.03,999.9,0,744
"1818",6,2017,6,22,"2017-06-22",75.8,59.2,1014.5,10,1.9,7,999.9,82.9,68,0,999.9,0,845
"1819",7,2017,6,23,"2017-06-23",79.7,70.5,1008.6,9.2,3.8,8,18.1,82.9,68,0,999.9,0,793
"1820",2,2017,6,24,"2017-06-24",77.8,65.9,1005.3,8.3,5,13,22.9,84,71.1,1.16,999.9,1,753
"1821",1,2017,6,25,"2017-06-25",76.1,58,1013.6,10,2.1,8.9,17.1,84,68,0.17,999.9,0,590
"1822",3,2017,6,26,"2017-06-26",72.4,51,1015.7,10,3.5,7,999.9,82.9,64,0,999.9,0,669
"1823",4,2017,6,27,"2017-06-27",70,54.5,1015,9.4,2.4,8.9,14,79,60.1,0.18,999.9,0,757
"1824",5,2017,6,28,"2017-06-28",69.7,49.1,1018.3,10,4.3,8.9,18.1,78.1,60.1,0,999.9,0,730
"1825",6,2017,6,29,"2017-06-29",74.6,58,1019.3,10,4.6,8.9,19,82,61,0,999.9,0,767
"1826",7,2017,6,30,"2017-06-30",79.3,64.8,1015.2,10,4.9,8.9,17.1,88,73,0,999.9,0,747
"1827",2,2017,7,1,"2017-07-01",79,70.2,1013.4,9.8,4,12,21,84.9,71.6,0,999.9,0,595
"1828",1,2017,7,2,"2017-07-02",77.8,66.8,1013.9,9.3,3.9,8,999.9,87.1,71.1,0.23,999.9,0,537
"1829",3,2017,7,3,"2017-07-03",80.4,62.7,1014.5,9.6,2.7,11.1,24.1,88,71.1,0,999.9,1,617
"1830",4,2017,7,4,"2017-07-04",76.7,60.1,1017.1,10,2.4,6,999.9,88,70,0.45,999.9,0,424
"1831",5,2017,7,5,"2017-07-05",76.7,57.7,1021.1,9.6,3.9,8.9,999.9,84.9,70,0,999.9,0,706
"1832",6,2017,7,6,"2017-07-06",72.9,59.1,1020.2,10,3.2,6,999.9,84.9,70,0,999.9,0,611
"1833",7,2017,7,7,"2017-07-07",72.9,66.5,1010.2,7.9,4.5,11.1,18.1,80.1,68,0.02,999.9,1,674
"1834",2,2017,7,8,"2017-07-08",75.7,67.2,1007.4,8.1,3.2,9.9,19,84,68,1.76,999.9,1,585
"1835",1,2017,7,9,"2017-07-09",75.2,54.9,1014.3,10,3.1,8.9,999.9,84,66.9,0,999.9,0,512
"1836",3,2017,7,10,"2017-07-10",76.3,57.6,1017,10,2.9,6,999.9,84,66.9,0,999.9,0,667
"1837",4,2017,7,11,"2017-07-11",78.8,67.9,1013.9,9.6,2.9,6,999.9,84.9,68,0,999.9,0,638
"1838",5,2017,7,12,"2017-07-12",82.3,69.4,1014.4,10,3.6,9.9,20,88,75,0,999.9,0,677
"1839",6,2017,7,13,"2017-07-13",83,70.7,1015.2,9.8,4.6,8.9,15,90,77,0,999.9,0,759
"1840",7,2017,7,14,"2017-07-14",69.7,66.3,1017.4,6.5,4,9.9,15,90,64.9,0.01,999.9,0,707
"1841",2,2017,7,15,"2017-07-15",73.8,65.9,1013.5,6.2,3.4,7,999.9,84,64.9,0.34,999.9,0,649
"1842",1,2017,7,16,"2017-07-16",76.8,62,1013.9,10,2.5,5.1,999.9,87.1,68,0,999.9,0,515
"1843",3,2017,7,17,"2017-07-17",78.2,66.8,1016.6,10,2.1,8,15,87.1,68,0,999.9,0,639
"1844",4,2017,7,18,"2017-07-18",79.6,69.5,1018.2,10,1.9,7,999.9,88,73,0,999.9,0,706
"1845",5,2017,7,19,"2017-07-19",83.2,68.3,1016.6,9.9,3.5,6,15.9,91.9,73,0,999.9,0,747
"1846",6,2017,7,20,"2017-07-20",85.7,67.8,1014,9.5,2.1,7,999.9,93.9,77,0,999.9,0,774
"1847",7,2017,7,21,"2017-07-21",82.5,66.8,1011.9,9.8,3.1,6,999.9,93.9,75.9,0.01,999.9,0,733
"1848",2,2017,7,22,"2017-07-22",83.8,65,1010.6,9.9,2.5,6,999.9,91.9,75.9,0,999.9,0,648
"1849",1,2017,7,23,"2017-07-23",74.6,69.9,1008.8,5.2,2,8,999.9,91.9,71.1,0.62,999.9,1,554
"1850",3,2017,7,24,"2017-07-24",69.3,64.4,1010,7.5,5.7,12,20,79,63,0.36,999.9,1,620
"1851",4,2017,7,25,"2017-07-25",65.8,59,1016.8,10,4.7,7,999.9,73,62.1,0.39,999.9,0,595
"1852",5,2017,7,26,"2017-07-26",69.7,56.9,1023,10,4,8,999.9,77,62.1,0,999.9,0,635
"1853",6,2017,7,27,"2017-07-27",70.8,62.7,1017.2,10,2.4,6,999.9,78.1,64.9,0,999.9,0,610
"1854",7,2017,7,28,"2017-07-28",76.8,68.1,1010.3,8.5,1.3,6,999.9,84.9,64.9,0,999.9,0,685
